Ticker,Strategy,Risk_Config,Params,Beats_BH,OOS_BH_pct,Score,OOS_total_return_pct,OOS_annual_return_pct,OOS_sharpe_ratio,OOS_max_drawdown_pct,OOS_total_trades,OOS_win_rate_pct,OOS_avg_win_pct,OOS_avg_loss_pct,OOS_profit_factor,OOS_final_equity,OOS_buy_hold_return_pct
TSLA,Crash Avoider,Trail 15%,"trend_sma=40, confirm_days=3, rsi_exit=45, rsi_reentry=45",True,25.270192576860474,3.363,43.39,26.93,0.899,-24.5,6,33.3,19.85,-2.64,3.15,14338.86,25.27
TSLA,Crash Avoider,Trail 20%,"trend_sma=40, confirm_days=5, rsi_exit=45, rsi_reentry=45",True,25.270192576860474,1.47,27.56,17.48,0.638,-30.71,5,40.0,16.7,-5.65,1.81,12755.87,25.27
TSLA,Dip Buyer,No stops,"fast_ema=5, slow_ema=30, dip_pct=3, trend_lookback=5",False,25.270192576860474,1.078,18.18,11.68,0.489,-25.11,6,50.0,9.3,-6.83,1.22,11817.59,25.27
TSLA,Dip Buyer,Trail 10%,"fast_ema=10, slow_ema=30, dip_pct=3, trend_lookback=5",False,25.270192576860474,1.518,23.78,15.16,0.589,-24.9,13,38.5,12.67,-5.36,1.31,12378.11,25.27
TSLA,Dip Buyer,Trail 15%,"fast_ema=5, slow_ema=30, dip_pct=3, trend_lookback=5",True,25.270192576860474,1.454,25.52,16.23,0.619,-28.42,8,50.0,10.22,-6.8,1.42,12551.75,25.27
TSLA,Dip Buyer,Trail 20%,"fast_ema=5, slow_ema=30, dip_pct=3, trend_lookback=5",False,25.270192576860474,1.432,21.76,13.91,0.545,-23.47,7,57.1,7.67,-6.83,1.38,12176.04,25.27
TSLA,Trend Rider,No stops,"ema_period=30, atr_period=14, atr_mult=1.5, reentry_mult=0",False,25.270192576860474,-0.286,-13.64,-9.25,0.001,-47.82,7,28.6,17.77,-10.75,0.51,8636.06,25.27
TSLA,Trend Rider,Trail 10%,"ema_period=60, atr_period=10, atr_mult=1.5, reentry_mult=1.0",False,25.270192576860474,0.025,0.67,0.44,0.151,-30.63,13,30.8,10.97,-4.42,1.02,10066.82,25.27
TSLA,Trend Rider,Trail 15%,"ema_period=60, atr_period=20, atr_mult=2.0, reentry_mult=1.0",False,25.270192576860474,0.569,13.1,8.49,0.41,-32.45,8,37.5,16.5,-8.04,1.03,11310.47,25.27
TSLA,Trend Rider,Trail 20%,"ema_period=60, atr_period=10, atr_mult=3.0, reentry_mult=1.0",True,25.270192576860474,3.28,53.46,32.76,0.895,-30.89,4,50.0,26.22,-6.33,3.05,15345.67,25.27
TSLA,Dual Regime,No stops,"fast_sma=75, slow_sma=150, reentry_buffer=1.0",False,25.270192576860474,0.136,3.22,2.12,0.215,-28.75,1,100.0,3.31,0.0,inf,10321.88,25.27
TSLA,Dual Regime,Trail 10%,"fast_sma=40, slow_sma=100, reentry_buffer=1.0",False,25.270192576860474,-0.144,-2.05,-1.36,-0.024,-14.21,3,66.7,2.26,-6.52,0.69,9795.25,25.27
TSLA,Dual Regime,Trail 15%,"fast_sma=40, slow_sma=100, reentry_buffer=1.0",False,25.270192576860474,1.748,22.49,14.37,0.646,-21.18,3,33.3,35.29,-4.78,3.02,12249.26,25.27
TSLA,Dual Regime,Trail 20%,"fast_sma=40, slow_sma=100, reentry_buffer=1.0",True,25.270192576860474,2.408,26.27,16.69,0.674,-18.26,1,100.0,26.98,0.0,inf,12626.86,25.27
TSLA,SMA Crossover,No stops,"fast_period=5, slow_period=30",False,25.270192576860474,0.866,15.51,10.01,0.455,-26.07,8,25.0,18.19,-4.49,1.21,11550.66,25.27
TSLA,SMA Crossover,Trail 10%,"fast_period=5, slow_period=30",False,25.270192576860474,-0.138,-3.4,-2.26,0.057,-26.03,9,22.2,21.07,-5.73,0.91,9659.94,25.27
TSLA,SMA Crossover,Trail 15%,"fast_period=5, slow_period=75",False,25.270192576860474,1.086,13.54,8.76,0.452,-18.11,4,50.0,10.5,-5.8,1.62,11353.83,25.27
TSLA,SMA Crossover,Trail 20%,"fast_period=5, slow_period=30",False,25.270192576860474,0.321,7.52,4.92,0.316,-30.83,8,25.0,14.56,-4.49,0.93,10752.31,25.27
